Chronological Order,King,Ahom Name,Title / Epithet,Dynasty House,Historical Era,Reign Start Year,Reign End Year,Reign Period,Event,Event Year,Event Numeric Year,Event Category,Capital,Image File Name,Image Version,Image Link,Detailed Event Description,Key Historical Figures
199,Pramatta Singha,Sunenphaa,Pramatta Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1744,1751,1744–1751,Royal Court Assembly at the Rang Ghar Pavilion,c. 1748,1748,Royal Pageantry,Rangpur,08_Rang_Ghar_Royal_Gathering.png,v01,file:///home/angsuman/extra_spac/AHOM/images/08_Rang_Ghar_Royal_Gathering.png,"Aristocratic gathering of Gohains, royal ladies, and vassal chiefs on the terrace of Rang Ghar during spring festivities.","King Pramatta Singha, Royal aristocracy"
200,Rajeswar Singha,Suremphaa,Rajeswar Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1751,1769,1751–1769,Expansion of the Grand Talatal Ghar Palace,1751–1765,1751,Palace Architecture / Defense,Rangpur,09_Expansion_of_Talatal_Ghar.png,v01,file:///home/angsuman/extra_spac/AHOM/images/09_Expansion_of_Talatal_Ghar.png,"Rajeswar Singha expands Talatal Ghar into a 7-storied architectural wonder (4 above ground, 3 underground) equipped with secret evacuation tunnels to Dikhou river.","King Rajeswar Singha, Master engineers"
201,Rajeswar Singha,Suremphaa,Rajeswar Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1751,1769,1751–1769,Lata-Katai Ran: The Mountain Expedition to Manipur,1765–1768,1765,International Expedition,Manipur Frontier,10_Lata_Katai_Ran_Expedition_to_Manipur.png,v01,file:///home/angsuman/extra_spac/AHOM/images/10_Lata_Katai_Ran_Expedition_to_Manipur.png,"Rajeswar Singha dispatches an army across trackless, creepers-choked mountain jungles ('Lata-Katai Ran') to liberate Manipur from Burmese occupation and reinstate Meitei King Jai Singh.","King Rajeswar Singha, Haranath Senapati Phukan, Manipur King Jai Singh"
202,Rajeswar Singha,Suremphaa,Rajeswar Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1751,1769,1751–1769,Royal Wedding of Rajeswar Singha and Princess Kuranganayani,1768,1768,Royal Wedding / Alliance,Rangpur,11_Rajeswar_Singha_and_Kuranganayani_Marriage_Alliance.png,v01,file:///home/angsuman/extra_spac/AHOM/images/11_Rajeswar_Singha_and_Kuranganayani_Marriage_Alliance.png,"In gratitude, King Jai Singh gives his heroic daughter Princess Kuranganayani in marriage to Rajeswar Singha, cementing eternal Ahom-Manipuri ties.","King Rajeswar Singha, Princess Kuranganayani, King Jai Singh"
203,Lakshmi Singha,Sunyeophaa,Lakshmi Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1769,1780,1769–1780,Outbreak of the First Moamoria Rebellion,1769,1769,Civil War / Revolution,Rangpur,12_First_Moamoria_Rebellion.png,v01,file:///home/angsuman/extra_spac/AHOM/images/12_First_Moamoria_Rebellion.png,"Enraged by insults to their Guru, peasant masses and Moran disciples of the Moamoria Satra revolt, routing royal forces and capturing the capital Rangpur.","Rebel Chief Ragha Moran, Naharkhora, King Lakshmi Singha"
204,Lakshmi Singha,Sunyeophaa,Lakshmi Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1769,1780,1769–1780,Captivity and Imprisonment of King Lakshmi Singha,November 1769,1769,Deposition / Rebellion,Rangpur (Jaysagar Temple),13_Deposition_and_Imprisonment_of_Lakshmi_Singha.png,v01,file:///home/angsuman/extra_spac/AHOM/images/13_Deposition_and_Imprisonment_of_Lakshmi_Singha.png,"Rebels capture Swargadeo Lakshmi Singha, imprison him at the Joysagar temple, and declare Ramakanta as ruler and Ragha Moran as Barbarua.","King Lakshmi Singha, Ragha Moran, Ramakanta"
205,Lakshmi Singha,Sunyeophaa,Lakshmi Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1769,1780,1769–1780,Queen Kuranganayani's Daring Counter-Coup,April 1770 (Bihu Eve),1770,Heroic Counter-Coup,Rangpur,14_Kuranganayani_Counter_Coup_Against_Ragha_Moran.png,v01,file:///home/angsuman/extra_spac/AHOM/images/14_Kuranganayani_Counter_Coup_Against_Ragha_Moran.png,"During Rongali Bihu, Queen Kuranganayani bravely strikes down the usurper Ragha Moran with a sword blow from behind; loyalist nobles storm the palace and liberate King Lakshmi Singha.","Queen Kuranganayani, Ragha Moran, King Lakshmi Singha"
206,Lakshmi Singha,Sunyeophaa,Lakshmi Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1769,1780,1769–1780,Royal Retribution and Repression of Moamoria Rebels,1770–1772,1770,Retribution / State Terror,Upper Assam,15_Royal_Repression_After_the_Moamoria_Rebellion.png,v01,file:///home/angsuman/extra_spac/AHOM/images/15_Royal_Repression_After_the_Moamoria_Rebellion.png,"Restored royal government executes thousands of Moamoria adherents and leaders, cementing irreversible societal rifts.","King Lakshmi Singha, Royal executioners, Moamoria prisoners"
207,Gaurinath Singha,Suhitpangphaa,Gaurinath Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1780,1795,1780–1795,Second Moamoria Rebellion: Fall and Burning of Rangpur,1786–1788,1786,Civil War / Fall of Capital,Rangpur,16_Moamoria_Rebels_Capture_Rangpur_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/16_Moamoria_Rebels_Capture_Rangpur_v01.png,"Rebels rise again with devastating ferocity, routing royal armies, storming and burning royal buildings of Rangpur.","King Gaurinath Singha, Purnananda Burhagohain, Moamoria leaders"
208,Gaurinath Singha,Suhitpangphaa,Gaurinath Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1780,1795,1780–1795,Second Moamoria Rebellion: Fall and Burning of Rangpur,1786–1788,1786,Civil War / Fall of Capital,Rangpur,16_Moamoria_Rebels_Capture_Rangpur_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/16_Moamoria_Rebels_Capture_Rangpur_v02.png,"Rebels rise again with devastating ferocity, routing royal armies, storming and burning royal buildings of Rangpur.","King Gaurinath Singha, Purnananda Burhagohain, Moamoria leaders"
209,Gaurinath Singha,Suhitpangphaa,Gaurinath Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1780,1795,1780–1795,Flight of King Gaurinath Singha Down the Brahmaputra,1788,1788,Royal Flight / Exile,Guwahati,17_Gaurinath_Singha_Flees_to_Guwahati.png,v01,file:///home/angsuman/extra_spac/AHOM/images/17_Gaurinath_Singha_Flees_to_Guwahati.png,Swargadeo Gaurinath flees in despair from burning Upper Assam on royal barges to take refuge in Guwahati.,"King Gaurinath Singha, Escorting courtiers"
210,Gaurinath Singha,Suhitpangphaa,Gaurinath Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1780,1795,1780–1795,British Military Intervention: Captain Thomas Welsh Expedition,1792–1794,1792,Foreign Intervention,Rangpur / Guwahati,18_Captain_Thomas_Welsh_Expedition.png,v01,file:///home/angsuman/extra_spac/AHOM/images/18_Captain_Thomas_Welsh_Expedition.png,"Responding to Gaurinath's appeal, British East India Company sends 6 companies of sepoys under Captain Thomas Welsh who defeat rebels and re-enter Rangpur.","Captain Thomas Welsh, King Gaurinath Singha, Lord Cornwallis"
211,Gaurinath Singha,Suhitpangphaa,Gaurinath Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1780,1795,1780–1795,The Ahom-British Commercial Treaty of 1793,February 1793,1793,Commercial Treaty,Guwahati,19_Ahom_British_Commercial_Treaty_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/19_Ahom_British_Commercial_Treaty_v01.png,"First formal commercial agreement signed between Ahom monarchy and the British East India Company, regulating customs and trade between Bengal and Assam.","King Gaurinath Singha, Captain Thomas Welsh"
212,Gaurinath Singha,Suhitpangphaa,Gaurinath Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1780,1795,1780–1795,The Ahom-British Commercial Treaty of 1793,February 1793,1793,Commercial Treaty,Guwahati,19_Ahom_British_Commercial_Treaty_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/19_Ahom_British_Commercial_Treaty_v02.png,"First formal commercial agreement signed between Ahom monarchy and the British East India Company, regulating customs and trade between Bengal and Assam.","King Gaurinath Singha, Captain Thomas Welsh"
213,Kamaleswar Singha,Suklingphaa,Kamaleswar Singha,Tungkhungia Dynasty,Moamoria Rebellions & Decline (1769–1817),1795,1811,1795–1811,The Autocratic Regency of Premier Purnananda Burhagohain,1795–1811,1795,Regency / Military Modernization,Jorhat,20_Regency_of_Purnananda_Burhagohain.png,v01,file:///home/angsuman/extra_spac/AHOM/images/20_Regency_of_Purnananda_Burhagohain.png,"Purnananda Burhagohain exercises de facto sovereign rule, establishing Jorhat as new capital, drilling troops with modern British flintlocks, and suppressing insurrections.","Purnananda Burhagohain, King Kamaleswar Singha"
214,Chandrakanta Singha (1st Reign),Sudinphaa,Chandrakanta Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1811,1818,1811–1818,Deadly Court Factionalism Between Burhagohain and Borphukan,1814–1816,1814,Court Factionalism / Treason Plot,Jorhat,21_Chandrakanta_Singha_Court_Factionalism.png,v01,file:///home/angsuman/extra_spac/AHOM/images/21_Chandrakanta_Singha_Court_Factionalism.png,Young Chandrakanta Singha sides with favorite Satram against the elderly Purnananda; Badan Chandra Borphukan conspires against the premier.,"King Chandrakanta Singha, Purnananda Burhagohain, Badan Chandra Borphukan"
215,Chandrakanta Singha (1st Reign),Sudinphaa,Chandrakanta Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1811,1818,1811–1818,The First Burmese Invasion (Manor Din Begins),March 1817,1817,Invasion / Catastrophe,Ghila Dhari / Jorhat,22_First_Burmese_Invasion_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/22_First_Burmese_Invasion_v01.png,"Badan Chandra brings a Burmese army of 16,000 soldiers across the Patkai; Purnananda dies of heartbreak; Burmese defeat Ahom troops at Ghiladhari and march on Jorhat.","Badan Chandra Borphukan, Burmese General, Purnananda Burhagohain"
216,Chandrakanta Singha (1st Reign),Sudinphaa,Chandrakanta Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1811,1818,1811–1818,The First Burmese Invasion (Manor Din Begins),March 1817,1817,Invasion / Catastrophe,Ghila Dhari / Jorhat,22_First_Burmese_Invasion_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/22_First_Burmese_Invasion_v02.png,"Badan Chandra brings a Burmese army of 16,000 soldiers across the Patkai; Purnananda dies of heartbreak; Burmese defeat Ahom troops at Ghiladhari and march on Jorhat.","Badan Chandra Borphukan, Burmese General, Purnananda Burhagohain"
217,Chandrakanta Singha (1st Reign),Sudinphaa,Chandrakanta Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1811,1818,1811–1818,The First Burmese Invasion (Manor Din Begins),March 1817,1817,Invasion / Catastrophe,Ghila Dhari / Jorhat,22_First_Burmese_Invasion_v03.png,v03,file:///home/angsuman/extra_spac/AHOM/images/22_First_Burmese_Invasion_v03.png,"Badan Chandra brings a Burmese army of 16,000 soldiers across the Patkai; Purnananda dies of heartbreak; Burmese defeat Ahom troops at Ghiladhari and march on Jorhat.","Badan Chandra Borphukan, Burmese General, Purnananda Burhagohain"
218,Chandrakanta Singha (1st Reign),Sudinphaa,Chandrakanta Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1811,1818,1811–1818,Assassination of Traitor Badan Chandra Borphukan,August 1817,1817,Assassination / Retribution,Jorhat,23_Assassination_of_Badan_Chandra_Borphukan.png,v01,file:///home/angsuman/extra_spac/AHOM/images/23_Assassination_of_Badan_Chandra_Borphukan.png,"Subedar Rup Singh strikes down Badan Chandra Borphukan with a dao while bathing in Jorhat, executing retribution for bringing Burmese invaders.","Badan Chandra Borphukan, Subedar Rup Singh, Queen Mother Numali"
219,Purandar Singha (1st Reign),Purandar Singha,Purandar Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1818,1819,1818–1819,Deposition of Chandrakanta and Accession of Purandar Singha,February 1818,1818,Coup d'État / Mutilation,Jorhat,24_Ruchinath_Burhagohain_Installs_Purandar_Singha.png,v01,file:///home/angsuman/extra_spac/AHOM/images/24_Ruchinath_Burhagohain_Installs_Purandar_Singha.png,"Ruchinath Burhagohain captures Jorhat, slits Chandrakanta's right ear to permanently disqualify him from kingship, and crowns Purandar Singha.","Ruchinath Burhagohain, Purandar Singha, Chandrakanta Singha"
220,Purandar Singha (1st Reign),Purandar Singha,Purandar Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1818,1819,1818–1819,Second Burmese Invasion and Flight of Purandar Singha,February 1819,1819,Invasion / Fall of Government,Jorhat / Bengal,25_Second_Burmese_Invasion_and_Purandar_Flight.png,v01,file:///home/angsuman/extra_spac/AHOM/images/25_Second_Burmese_Invasion_and_Purandar_Flight.png,Burmese monarch sends large army under Ala Mingi; Purandar and Ruchinath are routed at Nazira and flee into British Bengal territory.,"King Purandar Singha, Ruchinath Burhagohain, Burmese General Ala Mingi"
221,Chandrakanta Singha (2nd Reign),Sudinphaa,Chandrakanta Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1819,1821,1819–1821,Restoration of Chandrakanta Singha as Burmese Puppet,1819,1819,Puppet Restoration,Jorhat,26_Chandrakanta_Singha_Restored_Under_Burmese_Control.png,v01,file:///home/angsuman/extra_spac/AHOM/images/26_Chandrakanta_Singha_Restored_Under_Burmese_Control.png,"Burmese restore ear-mutilated Chandrakanta to the throne, but Burmese generals retain real power.","King Chandrakanta Singha, Burmese governors"
222,Chandrakanta Singha (2nd Reign),Sudinphaa,Chandrakanta Singha,Tungkhungia Dynasty,Burmese Invasions & Fall of Kingdom (1817–1826),1819,1821,1819–1821,Chandrakanta's Resistance and Flight from Burmese Reign of Terror,1821,1821,Rupture with Invaders / Flight,Guwahati / Goalpara,27_Chandrakanta_Singha_Flees_to_British_Territory.png,v01,file:///home/angsuman/extra_spac/AHOM/images/27_Chandrakanta_Singha_Flees_to_British_Territory.png,"When Burmese attempt to murder him, Chandrakanta flees to British frontier and organizes armed resistance against Burmese pillagers.","King Chandrakanta Singha, Burmese commanders"
223,Jogeswar Singha,Jogeswar Singha,Jogeswar Singha,Tungkhungia Dynasty (Burmese Puppet),Burmese Invasions & Fall of Kingdom (1817–1826),1821,1824,1821–1824,Burmese Atrocities (Manor Din) Under Puppet Jogeswar Singha,1821–1824,1821,National Catastrophe / Reign of Terror,Jorhat,28_Jogeswar_Singha_Under_Burmese_Control.png,v01,file:///home/angsuman/extra_spac/AHOM/images/28_Jogeswar_Singha_Under_Burmese_Control.png,"Burmese install powerless puppet Jogeswar Singha while massacring tens of thousands of Assamese civilians, depopulating entire districts.","Jogeswar Singha, Burmese General Maha Bandula, Burmese commanders"
224,Jogeswar Singha,Jogeswar Singha,Swargadeo (Titular Monarch / End of Sovereignty),Tungkhungia Dynasty (Burmese Puppet),Burmese Invasions & Fall of Kingdom (1817–1826),1821,1826,1821–1826,Outbreak of the First Anglo-Burmese War in Assam,1824–1826,1824,Colonial Warfare,Guwahati / Yandabo,29_First_Anglo_Burmese_War_and_Treaty_of_Yandabo_Montage.png,v01,file:///home/angsuman/extra_spac/AHOM/images/29_First_Anglo_Burmese_War_and_Treaty_of_Yandabo_Montage.png,"British East India Company declares war on Burma; British regiments and gunboats advance up the Brahmaputra, expelling Burmese forces.","General Archibald Campbell, David Scott, Burmese commanders"
225,Jogeswar Singha,Jogeswar Singha,Swargadeo (Titular Monarch / End of Sovereignty),Tungkhungia Dynasty (Burmese Puppet),Burmese Invasions & Fall of Kingdom (1817–1826),1821,1826,1821–1826,Expulsion of the Burmese from Upper Assam,1824–1825,1824,Warfare / Liberation from Burmese,Rangpur / Jorhat,30_First_Anglo_Burmese_War_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/30_First_Anglo_Burmese_War_v01.png,Colonel Richards defeats and forces surrender of the Burmese garrison at Rangpur stockade in January 1825.,"Colonel Alfred Richards, Burmese commanders"
226,Jogeswar Singha,Jogeswar Singha,Swargadeo (Titular Monarch / End of Sovereignty),Tungkhungia Dynasty (Burmese Puppet),Burmese Invasions & Fall of Kingdom (1817–1826),1821,1826,1821–1826,Expulsion of the Burmese from Upper Assam,1824–1825,1824,Warfare / Liberation from Burmese,Rangpur / Jorhat,30_First_Anglo_Burmese_War_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/30_First_Anglo_Burmese_War_v02.png,Colonel Richards defeats and forces surrender of the Burmese garrison at Rangpur stockade in January 1825.,"Colonel Alfred Richards, Burmese commanders"
227,Jogeswar Singha,Jogeswar Singha,Swargadeo (Titular Monarch / End of Sovereignty),Tungkhungia Dynasty (Burmese Puppet),Burmese Invasions & Fall of Kingdom (1817–1826),1821,1826,1821–1826,Signing of the Historic Treaty of Yandabo,24 February 1826,1826,Historic Treaty / End of Sovereignty,"Yandabo, Burma",31_Treaty_of_Yandabo_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/31_Treaty_of_Yandabo_v01.png,"The King of Ava formally cedes all claims to Assam to the British East India Company, terminating 598 years of independent Ahom rule.","General Archibald Campbell, Senior Burmese Ministers"
228,Jogeswar Singha,Jogeswar Singha,Swargadeo (Titular Monarch / End of Sovereignty),Tungkhungia Dynasty (Burmese Puppet),Burmese Invasions & Fall of Kingdom (1817–1826),1821,1826,1821–1826,Signing of the Historic Treaty of Yandabo,24 February 1826,1826,Historic Treaty / End of Sovereignty,"Yandabo, Burma",31_Treaty_of_Yandabo_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/31_Treaty_of_Yandabo_v02.png,"The King of Ava formally cedes all claims to Assam to the British East India Company, terminating 598 years of independent Ahom rule.","General Archibald Campbell, Senior Burmese Ministers"
229,Purandar Singha (2nd Reign),Purandar Singha,Tributary Raja of Upper Assam,Tungkhungia Dynasty (British Tributary),British Annexation & End of Monarchy (1833–1838),1833,1838,1833–1838,Restoration of Purandar Singha as Protected Tributary Ruler,April 1833,1833,Tributary Restoration,Jorhat,32_Purandar_Singha_Restored_as_Tributary_Ruler.png,v01,file:///home/angsuman/extra_spac/AHOM/images/32_Purandar_Singha_Restored_as_Tributary_Ruler.png,"British East India Company reinstates Purandar Singha over Upper Assam conditioned on paying an impossible annual tribute of 50,000 Company rupees.","Raja Purandar Singha, British Commissioner Robertson"
230,Purandar Singha (2nd Reign),Purandar Singha,Tributary Raja of Upper Assam,Tungkhungia Dynasty (British Tributary),British Annexation & End of Monarchy (1833–1838),1833,1838,1833–1838,Crushing Tax Demands on War-Devastated Population,1834–1837,1834,Economic Ruin,Jorhat,33_Tax_Burden_Under_the_Restored_Kingdom_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/33_Tax_Burden_Under_the_Restored_Kingdom_v01.png,Purandar struggles desperately to collect taxes from a depopulated and ruined citizenry to satisfy the exorbitant British tribute demand.,"Raja Purandar Singha, Tax collectors, Impoverished ryots"
231,Purandar Singha (2nd Reign),Purandar Singha,Tributary Raja of Upper Assam,Tungkhungia Dynasty (British Tributary),British Annexation & End of Monarchy (1833–1838),1833,1838,1833–1838,Crushing Tax Demands on War-Devastated Population,1834–1837,1834,Economic Ruin,Jorhat,33_Tax_Burden_Under_the_Restored_Kingdom_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/33_Tax_Burden_Under_the_Restored_Kingdom_v02.png,Purandar struggles desperately to collect taxes from a depopulated and ruined citizenry to satisfy the exorbitant British tribute demand.,"Raja Purandar Singha, Tax collectors, Impoverished ryots"
232,Purandar Singha (2nd Reign),Purandar Singha,Tributary Raja of Upper Assam,Tungkhungia Dynasty (British Tributary),British Annexation & End of Monarchy (1833–1838),1833,1838,1833–1838,Crushing Tax Demands on War-Devastated Population,1834–1837,1834,Economic Ruin,Jorhat,33_Tax_Burden_Under_the_Restored_Kingdom_v03.png,v03,file:///home/angsuman/extra_spac/AHOM/images/33_Tax_Burden_Under_the_Restored_Kingdom_v03.png,Purandar struggles desperately to collect taxes from a depopulated and ruined citizenry to satisfy the exorbitant British tribute demand.,"Raja Purandar Singha, Tax collectors, Impoverished ryots"
233,Purandar Singha (2nd Reign),Purandar Singha,Final Ahom Monarch,Tungkhungia Dynasty (British Tributary),British Annexation & End of Monarchy (1833–1838),1833,1838,1833–1838,Final British Annexation of Assam and Deposition of Purandar Singha,October 1838,1838,Colonial Annexation / Dynasty Demise,Jorhat,34_British_Annexation_and_Deposition_of_Purandar_Singha.png,v01,file:///home/angsuman/extra_spac/AHOM/images/34_British_Annexation_and_Deposition_of_Purandar_Singha.png,"Accusing him of default and misgovernment, the British formally depose Purandar Singha, annexing Upper Assam into the British Empire and ending the Ahom dynasty forever.","Raja Purandar Singha, Captain Jenkins (Agent to Governor General)"
